Journey_ID,Customer_ID,Product_ID,Visit_Date,Visit_Time,Stage,Action,Duration_Seconds
J757575,C101387,P1023,22-02-2023,00:06:39,Checkout,drop off,222
J174820,C100582,P1013,19-07-2022,13:42:15,Homepage,view,62
J644793,C102711,P1016,03-05-2025,13:59:05,Checkout,purchase,69
J704544,C102798,P1022,26-01-2025,08:09:47,Checkout,drop off,123
J208098,C100573,P1006,09-12-2025,21:41:42,Homepage,view,394
J817272,C101930,P1012,02-03-2022,03:28:31,Product Page,view,281
J362858,C102564,P1024,11-02-2025,22:20:40,Product Page,view,158
J237089,C101622,P1015,02-02-2025,21:19:22,Product Page,view,171
J639517,C102825,P1023,22-04-2023,04:56:56,Checkout,drop off,250
J545963,C102897,P1021,15-08-2024,12:56:32,Checkout,drop off,156
J364073,C102169,P1006,24-11-2025,02:18:43,Homepage,view,301
J225213,C100365,P1004,28-12-2023,17:47:26,Product Page,view,225
J835741,C101264,P1006,10-07-2024,03:11:35,Product Page,view,244
J708164,C100616,P1008,03-04-2022,15:22:58,Product Page,view,395
J449571,C101074,P1012,23-01-2025,19:10:02,Checkout,drop off,268
J174398,C100319,P1016,21-01-2022,12:03:43,Product Page,view,128
J635123,C102406,P1007,08-09-2025,01:57:58,Homepage,view,44
J761565,C100413,P1009,24-11-2022,02:36:49,Checkout,drop off,204
J559517,C100297,P1009,07-10-2023,12:12:14,Homepage,view,353
J494335,C100518,P1004,27-04-2022,00:50:09,Homepage,view,98
J361622,C102850,P1021,24-09-2024,13:01:17,Homepage,view,184
J764350,C100248,P1006,04-03-2024,18:11:33,Homepage,view,172
J648611,C100186,P1006,06-08-2023,09:32:30,Homepage,view,114
J574899,C101296,P1018,20-09-2023,12:51:36,Homepage,view,186
J542199,C102990,P1021,19-11-2023,21:03:41,Checkout,drop off,41
J225878,C101923,P1001,13-09-2023,11:27:02,Checkout,drop off,162
J861804,C102421,P1007,25-05-2022,03:12:58,Checkout,drop off,372
J521887,C102936,P1009,13-03-2024,07:01:12,Homepage,view,196
J860767,C100257,P1013,06-08-2023,09:05:39,Homepage,view,326
J280031,C100122,P1018,24-04-2025,04:49:23,Product Page,view,312
J798298,C100161,P1019,12-10-2025,18:36:25,Checkout,drop off,325
J504643,C101434,P1005,02-12-2022,06:51:59,Checkout,drop off,56
J180014,C102711,P1005,29-12-2025,01:03:47,Homepage,view,174
J279710,C101134,P1002,18-03-2024,16:53:56,Homepage,view,105
J320506,C102600,P1006,12-11-2023,18:57:08,Homepage,view,299
J598680,C100052,P1021,06-05-2022,09:28:14,Checkout,purchase,157
J432620,C102879,P1011,18-12-2023,23:30:38,Homepage,view,333
J374610,C101657,P1012,26-08-2023,01:36:43,Checkout,drop off,299
J681701,C100471,P1011,04-06-2024,01:55:03,Checkout,drop off,285
J639016,C100236,P1019,23-03-2023,20:33:58,Homepage,view,225
J686159,C100243,P1003,17-01-2023,00:30:14,Checkout,drop off,143
J490718,C102069,P1002,12-05-2025,17:17:22,Checkout,drop off,57
J457439,C101690,P1007,31-07-2025,03:42:11,Homepage,view,289
J753751,C100732,P1005,16-09-2022,15:11:52,Homepage,view,88
J564543,C101103,P1020,22-12-2024,12:03:50,Product Page,view,386
J288208,C101957,P1005,18-10-2025,00:14:57,Product Page,view,357
J211519,C100639,P1019,05-01-2022,11:09:32,Checkout,purchase,212
J900442,C102906,P1007,19-07-2024,02:15:21,Product Page,view,342
J584862,C100713,P1022,25-11-2025,15:05:03,Product Page,view,390
J164207,C102494,P1003,28-08-2024,21:24:51,Product Page,view,130
J177821,C100237,P1018,11-08-2023,02:05:35,Checkout,drop off,217
J114348,C101744,P1008,02-08-2023,11:48:14,Product Page,view,319
J658319,C100795,P1012,12-07-2023,18:24:24,Checkout,drop off,126
J334416,C101045,P1020,22-11-2024,23:45:26,Checkout,drop off,200
J913829,C102347,P1008,07-03-2025,18:11:40,Checkout,purchase,160
J415737,C101813,P1013,17-05-2022,02:27:53,Product Page,view,169
J834692,C100094,P1004,29-09-2022,11:55:31,Product Page,view,205
J327911,C101096,P1003,08-01-2024,12:37:23,Homepage,view,266
J270236,C102402,P1022,27-09-2022,04:10:56,Product Page,view,299
J836372,C102546,P1018,19-11-2022,06:06:22,Checkout,drop off,260
J340077,C102706,P1023,13-06-2024,07:36:19,Checkout,drop off,102
J759923,C100727,P1017,26-11-2024,12:05:54,Homepage,view,129
J257050,C102284,P1005,04-08-2022,16:26:29,Homepage,view,291
J689929,C100715,P1001,05-05-2022,21:20:23,Checkout,drop off,212
J932554,C100500,P1011,29-10-2025,03:08:43,Checkout,drop off,54
J816022,C101756,P1021,07-09-2023,03:11:14,Checkout,drop off,47
J934035,C100318,P1025,13-05-2025,04:55:41,Checkout,drop off,231
J953904,C100058,P1011,14-12-2022,01:15:20,Checkout,drop off,245
J243246,C102357,P1008,24-12-2023,14:54:04,Product Page,view,375
J304525,C101526,P1005,21-02-2023,13:21:29,Homepage,view,312
J660606,C102835,P1004,08-06-2025,16:04:39,Homepage,view,73
J307476,C101357,P1023,24-05-2025,23:23:17,Checkout,drop off,276
J242282,C100590,P1010,08-05-2022,09:02:27,Checkout,drop off,345
J673772,C101860,P1002,23-08-2024,12:02:14,Homepage,view,201
J509760,C101863,P1020,06-10-2024,14:39:40,Product Page,view,109
J213377,C101900,P1015,25-04-2025,18:24:00,Checkout,drop off,63
J326919,C100465,P1003,05-03-2022,02:11:58,Checkout,drop off,119
J669327,C102818,P1005,24-03-2022,03:15:41,Product Page,view,337
J905516,C100771,P1013,05-05-2023,15:14:40,Product Page,view,59
J839016,C102645,P1024,18-05-2025,00:43:04,Product Page,view,113
J823837,C102900,P1017,29-12-2023,18:05:07,Product Page,view,319
J128086,C102847,P1003,01-12-2024,23:36:49,Homepage,view,193
J713543,C101746,P1005,20-07-2022,03:35:54,Product Page,view,223
J303594,C102883,P1001,01-07-2023,08:05:41,Product Page,view,220
J807615,C102083,P1019,09-07-2025,18:12:01,Homepage,view,349
J602965,C101491,P1024,01-04-2024,01:49:08,Homepage,view,353
J499392,C101844,P1013,28-04-2024,03:28:40,Checkout,drop off,277
J296735,C100937,P1014,07-08-2023,01:15:18,Checkout,drop off,289
J349380,C101026,P1024,16-12-2022,14:34:54,Product Page,view,204
J113395,C102620,P1001,13-06-2022,18:59:15,Checkout,drop off,151
J816254,C100772,P1007,24-08-2025,18:51:23,Product Page,view,251
J754388,C102386,P1011,16-11-2024,11:39:16,Product Page,view,128
J954915,C101146,P1006,02-04-2025,15:01:38,Homepage,view,165
J270323,C101856,P1001,03-07-2025,19:55:20,Checkout,drop off,214
J248216,C101044,P1006,04-02-2022,13:23:08,Checkout,drop off,39
J906964,C100190,P1002,10-07-2025,14:08:27,Product Page,view,76
J104731,C101261,P1024,14-12-2022,05:28:21,Product Page,view,269
J406665,C101721,P1009,23-04-2025,20:06:29,Homepage,view,147
J723545,C101304,P1001,18-09-2023,19:18:27,Checkout,drop off,186
J599780,C101874,P1012,30-12-2025,08:14:47,Checkout,drop off,294
J273272,C101124,P1002,15-06-2022,06:15:03,Checkout,drop off,232
J164486,C101188,P1021,15-02-2023,12:16:33,Checkout,purchase,241
J436090,C101748,P1002,07-02-2023,09:10:05,Product Page,view,338
J321412,C101572,P1005,29-03-2022,22:55:50,Checkout,drop off,282
J802494,C101726,P1001,07-01-2022,13:53:38,Checkout,purchase,176
J235357,C100471,P1022,01-07-2022,05:40:02,Product Page,view,399
J103798,C102785,P1019,08-03-2025,04:11:24,Checkout,drop off,104
J370049,C100285,P1020,31-05-2022,20:24:24,Checkout,drop off,33
J207839,C101378,P1016,17-01-2025,19:58:54,Product Page,view,35
J827593,C100023,P1016,26-10-2025,03:01:09,Checkout,drop off,311
J945135,C102657,P1005,20-03-2024,08:38:12,Homepage,view,123
J323367,C102950,P1003,04-04-2023,20:46:31,Checkout,drop off,346
J476179,C101321,P1024,15-02-2024,17:41:25,Checkout,drop off,141
J232820,C101117,P1003,23-12-2022,18:13:18,Checkout,drop off,106
J392107,C101542,P1025,30-09-2024,15:10:32,Checkout,drop off,178
J609976,C101200,P1013,21-01-2022,05:31:15,Checkout,drop off,388
J440858,C101505,P1003,26-02-2023,02:36:06,Homepage,view,73
J268399,C101632,P1011,10-09-2025,23:12:55,Checkout,drop off,306
J234922,C101859,P1023,27-08-2025,11:51:15,Checkout,drop off,221
J305858,C102589,P1024,27-04-2023,09:58:05,Product Page,view,196
J338240,C100212,P1011,25-02-2022,18:59:52,Checkout,drop off,171
J136924,C101067,P1017,10-12-2025,20:13:10,Product Page,view,393
J924994,C102355,P1009,08-10-2023,19:12:24,Homepage,view,173
J515388,C102407,P1018,29-04-2023,05:23:23,Product Page,view,292
J863377,C102015,P1002,27-05-2025,00:42:46,Product Page,view,327
J165410,C100962,P1016,21-11-2024,07:51:05,Checkout,drop off,100
J851808,C100549,P1025,08-08-2023,16:09:59,Homepage,view,172
J586663,C102234,P1013,24-07-2022,17:25:41,Product Page,view,59
J489373,C101391,P1015,03-10-2023,02:15:38,Homepage,view,43
J301450,C102976,P1025,17-04-2024,14:46:19,Checkout,drop off,253
J521804,C101960,P1015,11-09-2023,06:31:06,Homepage,view,236
J802049,C101079,P1015,30-04-2023,05:05:55,Checkout,drop off,115
J575036,C101991,P1020,19-09-2022,11:37:22,Checkout,drop off,82
J636755,C102209,P1024,04-10-2024,23:26:06,Checkout,drop off,52
J317480,C102551,P1016,14-01-2022,20:50:47,Homepage,view,395
J412644,C101482,P1022,05-01-2023,15:34:17,Homepage,view,135
J703548,C102394,P1012,22-01-2022,02:07:33,Homepage,view,360
J779454,C101963,P1008,14-10-2022,20:42:45,Checkout,drop off,213
J732220,C100812,P1003,03-05-2024,06:51:22,Homepage,view,36
J300164,C100566,P1019,17-11-2025,06:35:33,Product Page,view,240
J167590,C100322,P1005,25-10-2025,05:55:40,Checkout,drop off,339
J438374,C100998,P1001,13-03-2024,12:09:17,Checkout,drop off,360
J594339,C101294,P1006,20-07-2022,21:09:12,Product Page,view,241
J757408,C102415,P1010,16-11-2025,10:42:33,Checkout,drop off,55
J608223,C101248,P1012,15-06-2023,09:46:48,Checkout,drop off,210
J938493,C101375,P1013,06-10-2024,11:14:34,Checkout,purchase,74
J637673,C100028,P1017,28-04-2025,00:55:46,Checkout,drop off,294
J182339,C102467,P1007,10-07-2025,07:22:22,Homepage,view,340
J635550,C100203,P1011,22-07-2023,22:35:06,Checkout,drop off,358
J498687,C102566,P1024,20-01-2025,09:58:59,Checkout,drop off,159
J108424,C100906,P1015,22-06-2025,10:34:33,Checkout,purchase,257
J970040,C100557,P1021,06-12-2022,03:48:18,Product Page,view,271
J772566,C101712,P1023,03-08-2025,09:36:55,Homepage,view,165
J819691,C102337,P1016,31-08-2024,22:04:36,Checkout,drop off,158
J884956,C101576,P1009,29-04-2025,17:15:48,Checkout,drop off,209
J629914,C100251,P1016,11-03-2025,15:21:52,Checkout,drop off,134
J628062,C102922,P1023,10-01-2024,18:15:06,Homepage,view,388
J767814,C100101,P1024,24-06-2023,13:47:53,Checkout,drop off,294
J196785,C101572,P1001,01-08-2022,17:47:04,Homepage,view,209
J678913,C102626,P1001,07-07-2022,07:31:59,Homepage,view,257
J832091,C101639,P1007,25-10-2022,19:42:46,Checkout,drop off,300
J127554,C102065,P1012,16-12-2023,03:35:09,Checkout,drop off,62
J591350,C102109,P1020,01-05-2024,11:38:59,Homepage,view,181
J594159,C100692,P1006,15-10-2025,10:46:00,Homepage,view,269
J808747,C100752,P1020,02-06-2025,00:01:21,Homepage,view,288
J933341,C101884,P1019,03-12-2023,02:38:12,Homepage,view,251
J966809,C102584,P1007,07-06-2025,23:21:13,Product Page,view,138
J159750,C102634,P1002,25-02-2023,01:00:07,Homepage,view,92
J808419,C102103,P1020,30-08-2025,02:42:25,Product Page,view,202
J739410,C101242,P1024,16-10-2023,20:24:31,Homepage,view,384
J819620,C101981,P1020,19-08-2025,05:40:23,Product Page,view,375
J829715,C102681,P1016,26-06-2022,14:47:42,Product Page,view,323
J252112,C101050,P1025,06-05-2025,01:36:45,Checkout,drop off,270
J434501,C101826,P1025,05-12-2024,21:04:43,Homepage,view,37
J214296,C101069,P1021,26-09-2023,05:50:55,Homepage,view,312
J549414,C101491,P1017,09-05-2023,01:47:32,Checkout,drop off,87
J603153,C100805,P1003,19-09-2025,19:40:25,Checkout,drop off,123
J535996,C101504,P1013,26-01-2022,15:54:42,Homepage,view,352
J264940,C102882,P1004,24-11-2022,20:19:22,Checkout,drop off,137
J301989,C102469,P1020,24-12-2023,17:52:57,Checkout,drop off,88
J313942,C100471,P1010,12-06-2023,21:59:58,Product Page,view,91
J881807,C101406,P1019,31-12-2023,18:21:22,Homepage,view,176
J589268,C102471,P1013,12-08-2025,14:04:50,Checkout,drop off,96
J282511,C100597,P1024,18-12-2024,22:21:26,Homepage,view,361
J107471,C102430,P1018,17-07-2025,07:58:27,Product Page,view,206
J636676,C101575,P1010,29-05-2023,04:20:42,Product Page,view,303
J515548,C101742,P1022,11-04-2023,04:20:38,Product Page,view,225
J302400,C100517,P1007,06-03-2022,07:30:49,Product Page,view,118
J785135,C102691,P1025,24-09-2023,12:09:51,Product Page,view,55
J650118,C102674,P1004,24-09-2024,18:34:13,Checkout,drop off,221
J923318,C101989,P1021,18-11-2022,21:48:46,Product Page,view,134
J631580,C101721,P1004,09-07-2024,18:11:41,Homepage,view,186
J659406,C100557,P1013,30-01-2022,14:04:59,Product Page,view,130
J670453,C100676,P1001,18-05-2024,07:04:22,Homepage,view,203
J473092,C100244,P1011,16-08-2025,15:29:20,Checkout,drop off,82
J268025,C102629,P1021,16-10-2024,11:46:59,Product Page,view,96
J891713,C101750,P1019,25-05-2022,11:42:28,Product Page,view,206
J825124,C100022,P1004,24-07-2022,15:15:32,Product Page,view,90
J140124,C100805,P1001,23-02-2024,11:59:16,Product Page,view,298
J337190,C101495,P1021,05-05-2022,03:57:25,Checkout,drop off,351
J121667,C101489,P1010,02-09-2024,19:42:25,Product Page,view,267
J410632,C100990,P1006,21-02-2022,19:13:05,Homepage,view,370
J457134,C102461,P1013,09-08-2022,02:27:25,Homepage,view,352
J161231,C100388,P1016,13-09-2024,18:41:00,Homepage,view,202
J849079,C102650,P1017,14-10-2022,11:26:48,Checkout,drop off,46
J788969,C101024,P1010,04-12-2023,20:37:17,Checkout,purchase,79
J637438,C100211,P1013,27-04-2025,14:25:19,Product Page,view,84
J849953,C100303,P1019,11-05-2023,12:23:59,Product Page,view,208
J943812,C100806,P1003,13-02-2024,06:52:15,Product Page,view,154
J608310,C101140,P1001,08-02-2023,06:43:49,Product Page,view,322
J611917,C101423,P1005,10-04-2024,09:15:16,Product Page,view,107
J561823,C100582,P1019,06-12-2022,11:59:24,Homepage,view,194
J660750,C102809,P1016,01-10-2024,03:55:47,Product Page,view,268
J609984,C102853,P1010,04-09-2024,07:36:45,Checkout,drop off,143
J765236,C101029,P1015,01-11-2023,11:41:17,Checkout,drop off,44
J358268,C101339,P1019,11-10-2025,06:12:58,Product Page,view,205
J791429,C101724,P1005,02-09-2022,20:44:58,Checkout,drop off,250
J887458,C102096,P1005,18-03-2024,03:43:39,Checkout,drop off,216
J919736,C100956,P1019,27-06-2024,15:40:19,Product Page,view,357
J327656,C101025,P1007,02-08-2022,00:52:05,Product Page,view,374
J795863,C102903,P1013,26-10-2022,20:06:55,Checkout,purchase,389
J383055,C102558,P1011,20-08-2022,23:36:22,Product Page,view,356
J309374,C102588,P1021,30-05-2022,19:04:57,Checkout,drop off,221
J436456,C102729,P1013,31-07-2024,15:42:15,Product Page,view,120
J834211,C102237,P1013,09-12-2022,16:02:04,Checkout,purchase,121
J121373,C102077,P1018,28-08-2023,23:35:24,Checkout,drop off,44
J181478,C102659,P1010,26-01-2023,19:36:49,Checkout,purchase,39
J300496,C100689,P1021,19-06-2022,19:34:28,Checkout,drop off,92
J181227,C100134,P1025,28-07-2022,18:35:05,Checkout,drop off,397
J275800,C102998,P1018,03-08-2022,21:15:51,Product Page,view,100
J193786,C102237,P1019,06-02-2023,09:51:18,Checkout,drop off,343
J933222,C101725,P1008,10-03-2025,23:57:26,Checkout,purchase,315
J404469,C101181,P1017,14-03-2025,00:03:12,Checkout,drop off,279
J609244,C101889,P1021,10-10-2022,12:34:49,Checkout,drop off,223
J188966,C101272,P1003,26-11-2025,14:59:58,Homepage,view,209
J110669,C100155,P1013,08-05-2025,23:44:18,Checkout,drop off,117
J634277,C101685,P1021,01-10-2023,03:28:52,Checkout,drop off,381
J952974,C100060,P1020,28-04-2022,12:43:28,Homepage,view,381
J363303,C102529,P1011,26-05-2022,15:49:10,Checkout,purchase,63
J890055,C100763,P1009,15-10-2022,20:34:37,Homepage,view,149
J461257,C101734,P1025,12-03-2025,19:45:33,Homepage,view,310
J602551,C102157,P1009,25-01-2024,22:10:42,Checkout,drop off,46
J287465,C102856,P1014,26-02-2024,05:13:49,Homepage,view,41
J149883,C100123,P1022,18-07-2024,16:32:16,Product Page,view,264
J703959,C101321,P1002,23-07-2025,12:50:07,Checkout,drop off,65
J340256,C101557,P1007,13-10-2023,05:27:02,Checkout,drop off,210
J864092,C101064,P1014,26-11-2025,23:40:11,Product Page,view,77
J544955,C100092,P1009,31-01-2022,07:00:06,Homepage,view,344
J410233,C100135,P1024,29-09-2025,07:36:55,Homepage,view,355
J325210,C100943,P1013,05-04-2024,11:16:07,Homepage,view,109
J914146,C102762,P1015,20-02-2022,09:09:43,Checkout,purchase,293
J522296,C102582,P1011,01-11-2022,22:42:33,Checkout,drop off,50
J936689,C100281,P1017,15-04-2022,23:11:16,Homepage,view,332
J270272,C101545,P1014,04-05-2023,13:07:31,Product Page,view,60
J265060,C100836,P1013,06-07-2024,05:54:45,Checkout,purchase,133
J462749,C100433,P1009,28-04-2024,21:44:37,Homepage,view,119
J196747,C102737,P1005,26-08-2025,03:06:27,Checkout,drop off,332
J636848,C102897,P1020,07-01-2025,19:23:10,Homepage,view,41
J569384,C101753,P1021,10-04-2025,09:41:10,Checkout,drop off,212
J956800,C101732,P1001,28-07-2024,19:24:27,Homepage,view,46
J902086,C101230,P1013,01-05-2022,06:32:33,Homepage,view,195
J952765,C101531,P1019,25-05-2023,00:38:32,Homepage,view,208
J248996,C101571,P1013,03-04-2024,04:26:40,Homepage,view,101
J437359,C100988,P1016,10-04-2024,18:17:39,Product Page,view,354
J418140,C100562,P1004,28-03-2024,18:31:45,Product Page,view,35
J669153,C100388,P1022,14-08-2025,20:59:06,Product Page,view,200
J672714,C100427,P1012,22-10-2024,23:36:42,Product Page,view,31
J432127,C100831,P1007,26-04-2025,10:15:31,Homepage,view,242
J152119,C102678,P1003,25-02-2023,15:03:13,Checkout,purchase,205
J660524,C102537,P1007,24-04-2024,11:53:26,Checkout,drop off,173
J334518,C101907,P1019,18-02-2025,22:35:09,Homepage,view,180
J399424,C102718,P1014,02-01-2022,05:11:59,Checkout,drop off,110
J147530,C100028,P1003,11-01-2024,10:29:00,Checkout,purchase,51
J811057,C102642,P1019,09-12-2025,06:13:40,Product Page,view,130
J695971,C101212,P1017,16-04-2023,17:22:37,Checkout,drop off,39
J709137,C101638,P1025,14-05-2023,19:00:17,Homepage,view,180
J435262,C101397,P1019,05-01-2025,10:24:11,Homepage,view,393
J529826,C101323,P1022,29-10-2022,23:04:54,Product Page,view,225
J285351,C101434,P1009,19-10-2022,22:55:14,Product Page,view,55
J750500,C100443,P1023,16-04-2023,17:41:37,Checkout,drop off,51
J117483,C102832,P1021,08-11-2022,22:26:56,Checkout,drop off,140
J965825,C101456,P1012,19-06-2022,10:56:32,Checkout,drop off,199
J266519,C102812,P1016,24-09-2023,15:06:57,Checkout,drop off,138
J304390,C102235,P1009,27-08-2025,05:40:15,Product Page,view,366
J607560,C101271,P1005,19-01-2025,17:59:57,Product Page,view,325
J558542,C102920,P1001,11-04-2023,00:30:47,Checkout,drop off,399
J848068,C101782,P1002,26-06-2025,03:49:16,Checkout,drop off,189
J599646,C102183,P1004,13-07-2023,05:37:05,Homepage,view,351
J967355,C102860,P1023,10-12-2023,23:20:00,Homepage,view,58
J748477,C101251,P1024,16-02-2023,15:54:19,Checkout,purchase,300
J255500,C101191,P1008,22-12-2023,19:39:14,Product Page,view,373
J189793,C101653,P1003,06-11-2024,16:21:32,Homepage,view,79
J630377,C101940,P1024,12-09-2024,00:11:43,Checkout,drop off,302
J462787,C101424,P1021,04-04-2024,19:02:29,Checkout,purchase,378
J837922,C100752,P1010,22-05-2022,08:30:11,Homepage,view,184
J494721,C102653,P1010,04-02-2023,15:17:02,Product Page,view,283
J539893,C100308,P1025,28-03-2024,00:27:11,Product Page,view,398
J370298,C101456,P1004,21-03-2024,21:12:56,Product Page,view,289
J369773,C101917,P1018,18-10-2022,18:59:17,Checkout,purchase,366
J992084,C102900,P1012,24-02-2022,05:35:34,Homepage,view,138
J851929,C101093,P1005,02-02-2025,01:01:22,Checkout,drop off,85
J967976,C100487,P1008,05-03-2022,06:18:35,Product Page,view,185
J342150,C102518,P1022,07-08-2022,09:00:35,Product Page,view,96
J442567,C100432,P1002,25-03-2022,00:37:50,Checkout,purchase,280
J333291,C100408,P1022,30-05-2024,04:40:15,Checkout,drop off,277
J647632,C101547,P1001,23-12-2022,11:17:12,Homepage,view,78
J241444,C102529,P1013,23-09-2024,16:01:06,Product Page,view,128
J662746,C102673,P1025,01-06-2023,17:08:24,Product Page,view,368
J329705,C101721,P1024,07-06-2024,17:18:32,Homepage,view,279
J111563,C102377,P1009,18-08-2023,12:34:12,Homepage,view,241
J904639,C101620,P1002,10-09-2022,04:11:29,Checkout,purchase,176
J451876,C101726,P1012,19-07-2025,12:18:09,Checkout,drop off,298
J544350,C100432,P1003,06-11-2025,15:56:44,Product Page,view,108
J498186,C101000,P1017,08-04-2022,09:49:05,Homepage,view,393
J741851,C100102,P1003,29-03-2022,23:59:46,Checkout,drop off,378
J442169,C100863,P1019,13-09-2025,04:00:32,Checkout,drop off,320
J779431,C100072,P1001,25-02-2023,19:41:42,Checkout,drop off,133
J171003,C101807,P1015,03-12-2024,14:17:14,Product Page,view,204
J612786,C101499,P1015,02-03-2025,10:29:39,Checkout,drop off,322
J718152,C102371,P1018,08-09-2025,14:48:14,Homepage,view,177
J450499,C101545,P1012,24-09-2022,19:23:02,Product Page,view,171
J165158,C102905,P1018,20-01-2024,03:45:14,Checkout,drop off,274
J814830,C100232,P1001,27-01-2022,11:18:46,Homepage,view,382
J850212,C101101,P1007,14-03-2024,15:09:40,Product Page,view,261
J454234,C101436,P1024,07-07-2022,17:32:57,Homepage,view,119
J216389,C102479,P1004,05-04-2024,13:34:29,Product Page,view,116
J934707,C100125,P1003,30-10-2024,08:06:06,Product Page,view,340
J250312,C100215,P1024,02-08-2023,13:00:13,Checkout,drop off,52
J281704,C102578,P1005,25-06-2025,11:34:27,Product Page,view,42
J484829,C102313,P1004,17-03-2024,21:32:56,Checkout,drop off,323
J554254,C100880,P1021,27-04-2022,03:23:33,Product Page,view,63
J846327,C102091,P1011,20-03-2025,09:02:00,Checkout,purchase,162
J809135,C102081,P1002,23-09-2023,07:01:53,Homepage,view,139
J495155,C100749,P1016,04-07-2024,05:57:27,Homepage,view,311
J454113,C100345,P1018,21-08-2022,02:53:47,Homepage,view,81
J831334,C100516,P1005,07-10-2023,06:08:24,Checkout,purchase,31
J633727,C101775,P1021,07-09-2024,07:30:09,Checkout,drop off,216
J442607,C101776,P1021,24-02-2022,12:23:23,Checkout,purchase,106
J262854,C100855,P1014,09-12-2024,20:19:53,Product Page,view,350
J599221,C100332,P1011,23-01-2022,05:37:10,Product Page,view,55
J192600,C100535,P1001,18-10-2023,19:16:48,Checkout,drop off,38
J327439,C101459,P1003,02-09-2025,13:45:25,Product Page,view,206
J719456,C102832,P1014,08-07-2022,20:23:44,Checkout,drop off,261
J967627,C101190,P1004,14-12-2025,00:38:20,Product Page,view,356
J137306,C101017,P1003,26-02-2025,01:32:31,Checkout,drop off,200
J595888,C102166,P1012,14-02-2024,22:45:03,Checkout,purchase,213
J553587,C102534,P1024,07-12-2022,12:20:33,Checkout,drop off,114
J286428,C100507,P1021,01-12-2023,14:39:50,Product Page,view,108
J393355,C100442,P1003,16-08-2023,02:47:53,Product Page,view,397
J128457,C102016,P1017,08-03-2022,16:24:09,Checkout,drop off,99
J956935,C101985,P1024,01-05-2025,18:50:06,Product Page,view,86
J200020,C102333,P1017,10-12-2024,23:36:32,Product Page,view,235
J746965,C100735,P1016,13-05-2022,19:57:38,Checkout,purchase,363
J451271,C100639,P1009,16-06-2024,11:55:39,Homepage,view,242
J727613,C100765,P1001,19-10-2023,06:13:51,Homepage,view,302
J514184,C100623,P1020,24-02-2025,02:24:38,Homepage,view,61
J346065,C100493,P1019,19-03-2024,08:27:41,Product Page,view,265
J653590,C101205,P1013,26-02-2024,06:26:26,Homepage,view,57
J928049,C102878,P1005,17-12-2023,22:27:26,Checkout,drop off,116
J416734,C102886,P1021,01-09-2025,05:17:23,Product Page,view,183
J317886,C102264,P1008,29-07-2023,07:39:25,Homepage,view,195
J185717,C100516,P1012,18-02-2025,09:57:05,Product Page,view,155
J611925,C100238,P1021,13-10-2025,13:19:17,Product Page,view,135
J804646,C100471,P1018,19-02-2023,18:22:02,Product Page,view,388
J470029,C101228,P1010,06-10-2023,21:32:24,Homepage,view,251
J869344,C100719,P1022,18-08-2022,13:23:19,Checkout,drop off,255
J484320,C101574,P1019,18-10-2025,19:27:29,Product Page,view,98
J861964,C102553,P1020,12-10-2025,23:29:15,Checkout,drop off,183
J522345,C102855,P1002,11-03-2025,00:00:13,Homepage,view,142
J680916,C102541,P1011,14-04-2025,05:44:37,Product Page,view,159
J963323,C101632,P1020,15-09-2022,13:42:25,Product Page,view,318
J576061,C101917,P1005,25-04-2024,09:09:17,Homepage,view,79
J253877,C101473,P1001,24-10-2025,00:43:08,Product Page,view,355
J515713,C102205,P1022,19-10-2023,23:38:35,Product Page,view,324
J590875,C100961,P1021,18-11-2022,12:38:40,Homepage,view,230
J229438,C102798,P1013,25-04-2025,04:42:54,Homepage,view,367
J963504,C100018,P1021,08-05-2025,19:51:30,Checkout,drop off,381
J163225,C102022,P1012,23-01-2024,22:32:39,Checkout,drop off,228
J706706,C102955,P1012,23-10-2023,08:11:27,Checkout,drop off,177
J659119,C102413,P1004,10-08-2023,19:47:02,Product Page,view,273
J895027,C102097,P1009,17-11-2025,01:15:24,Checkout,drop off,310
J868982,C100543,P1025,28-12-2022,17:02:31,Homepage,view,195
J332862,C102612,P1016,27-11-2023,07:35:23,Product Page,view,357
J544799,C102523,P1025,11-05-2022,00:50:55,Checkout,drop off,134
J350333,C101762,P1021,15-07-2023,01:30:06,Product Page,view,341
J342179,C102650,P1014,27-04-2022,13:08:47,Checkout,purchase,133
J401517,C102557,P1009,26-06-2023,21:50:06,Checkout,drop off,393
J732317,C101736,P1001,31-03-2024,08:48:26,Checkout,drop off,359
J296754,C101511,P1007,12-10-2024,02:02:40,Homepage,view,82
J140359,C102191,P1018,17-11-2024,07:32:40,Homepage,view,395
J671758,C101253,P1021,07-03-2023,17:42:56,Homepage,view,204
J558912,C102024,P1019,15-03-2023,02:59:35,Homepage,view,152
J310364,C100278,P1020,13-08-2023,23:25:28,Homepage,view,171
J275010,C102421,P1018,27-04-2023,17:55:19,Homepage,view,334
J928580,C100640,P1003,23-08-2025,15:34:50,Homepage,view,79
J872286,C102445,P1023,02-07-2023,21:50:03,Homepage,view,166
J565366,C101943,P1021,21-05-2023,14:54:08,Checkout,drop off,106
J997478,C100466,P1002,01-07-2024,00:45:45,Homepage,view,298
J800063,C101456,P1023,16-09-2025,00:45:58,Checkout,drop off,348
J780049,C102571,P1025,05-05-2023,10:51:07,Homepage,view,188
