Engagement_ID,Content_ID,Content_Type,Likes,Engagement_Date,Campaign_ID,Product_ID,Views,Clicks
E651P1025,CT651P1025,Video,103,14-10-2023,CAM3592,P1025,8117,313
E652P1001,CT652P1001,Social Media,47,15-10-2023,CAM3696,P1001,4062,113
E652P1002,CT652P1002,Video,111,15-10-2023,CAM2977,P1002,5694,208
E652P1003,CT652P1003,Social Media,83,15-10-2023,CAM5015,P1003,6847,157
E652P1004,CT652P1004,Blog,81,15-10-2023,CAM9294,P1004,5873,188
E652P1005,CT652P1005,Social Media,162,15-10-2023,CAM1064,P1005,8912,429
E652P1006,CT652P1006,Blog,103,15-10-2023,CAM9072,P1006,8784,199
E652P1007,CT652P1007,Blog,63,15-10-2023,CAM2459,P1007,6139,202
E652P1008,CT652P1008,Video,133,15-10-2023,CAM4857,P1008,7066,233
E652P1009,CT652P1009,Blog,118,15-10-2023,CAM9350,P1009,4483,220
E652P1010,CT652P1010,Social Media,88,15-10-2023,CAM4151,P1010,6033,219
E652P1011,CT652P1011,Blog,218,15-10-2023,CAM9482,P1011,9564,388
E652P1012,CT652P1012,Blog,74,15-10-2023,CAM5686,P1012,4282,198
E652P1013,CT652P1013,Video,127,15-10-2023,CAM5527,P1013,8388,269
E652P1014,CT652P1014,Video,81,15-10-2023,CAM2740,P1014,8989,251
E652P1015,CT652P1015,Social Media,32,15-10-2023,CAM8258,P1015,3501,81
E652P1016,CT652P1016,Blog,51,15-10-2023,CAM5482,P1016,4293,144
E652P1017,CT652P1017,Blog,68,15-10-2023,CAM4111,P1017,5191,208
E652P1018,CT652P1018,Blog,219,15-10-2023,CAM4129,P1018,8527,389
E652P1019,CT652P1019,Social Media,80,15-10-2023,CAM2718,P1019,3981,155
E652P1020,CT652P1020,Social Media,112,15-10-2023,CAM9017,P1020,8290,221
E652P1021,CT652P1021,Blog,92,15-10-2023,CAM2860,P1021,4507,209
E652P1022,CT652P1022,Blog,93,15-10-2023,CAM7370,P1022,7731,243
E652P1023,CT652P1023,Video,60,15-10-2023,CAM6890,P1023,5089,150
E652P1024,CT652P1024,Blog,106,15-10-2023,CAM9750,P1024,6053,203
E652P1025,CT652P1025,Blog,59,15-10-2023,CAM9109,P1025,3541,124
E653P1001,CT653P1001,Video,57,16-10-2023,CAM2749,P1001,4842,143
E653P1002,CT653P1002,Social Media,146,16-10-2023,CAM4293,P1002,7335,305
E653P1003,CT653P1003,Video,103,16-10-2023,CAM3047,P1003,8434,338
E653P1004,CT653P1004,Blog,61,16-10-2023,CAM4914,P1004,3695,175
E653P1005,CT653P1005,Video,175,16-10-2023,CAM8802,P1005,7391,341
E653P1006,CT653P1006,Blog,79,16-10-2023,CAM6899,P1006,7400,163
E653P1007,CT653P1007,Social Media,73,16-10-2023,CAM9174,P1007,4685,208
E653P1008,CT653P1008,Video,71,16-10-2023,CAM6011,P1008,6841,200
E653P1009,CT653P1009,Blog,164,16-10-2023,CAM2949,P1009,8182,281
E653P1010,CT653P1010,Blog,89,16-10-2023,CAM9031,P1010,6571,165
E653P1011,CT653P1011,Social Media,107,16-10-2023,CAM4537,P1011,6335,228
E653P1012,CT653P1012,Social Media,109,16-10-2023,CAM8943,P1012,6757,239
E653P1013,CT653P1013,Blog,166,16-10-2023,CAM7613,P1013,9021,384
E653P1014,CT653P1014,Blog,170,16-10-2023,CAM5642,P1014,7418,361
E653P1015,CT653P1015,Blog,54,16-10-2023,CAM3929,P1015,6383,177
E653P1016,CT653P1016,Social Media,47,16-10-2023,CAM2846,P1016,5274,125
E653P1017,CT653P1017,Blog,117,16-10-2023,CAM6378,P1017,5899,263
E653P1018,CT653P1018,Social Media,128,16-10-2023,CAM7225,P1018,8531,315
E653P1019,CT653P1019,Social Media,107,16-10-2023,CAM3467,P1019,6584,190
E653P1020,CT653P1020,Blog,175,16-10-2023,CAM1383,P1020,8289,400
E653P1021,CT653P1021,Social Media,62,16-10-2023,CAM4281,P1021,5929,138
E653P1022,CT653P1022,Blog,137,16-10-2023,CAM9582,P1022,9624,393
E653P1023,CT653P1023,Social Media,121,16-10-2023,CAM1965,P1023,6582,315
E653P1024,CT653P1024,Blog,43,16-10-2023,CAM9608,P1024,3332,105
E653P1025,CT653P1025,Video,247,16-10-2023,CAM1505,P1025,8415,417
E654P1001,CT654P1001,Blog,199,17-10-2023,CAM1858,P1001,8555,427
E654P1002,CT654P1002,Blog,50,17-10-2023,CAM4789,P1002,3534,142
E654P1003,CT654P1003,Social Media,120,17-10-2023,CAM3919,P1003,8683,257
E654P1004,CT654P1004,Social Media,124,17-10-2023,CAM7557,P1004,6542,227
E654P1005,CT654P1005,Video,96,17-10-2023,CAM9019,P1005,8428,208
E654P1006,CT654P1006,Blog,76,17-10-2023,CAM3015,P1006,4001,176
E654P1007,CT654P1007,Blog,132,17-10-2023,CAM8287,P1007,8259,246
E654P1008,CT654P1008,Blog,189,17-10-2023,CAM4614,P1008,8877,382
E654P1009,CT654P1009,Video,95,17-10-2023,CAM4928,P1009,7338,172
E654P1010,CT654P1010,Social Media,93,17-10-2023,CAM9440,P1010,7509,270
E654P1011,CT654P1011,Blog,107,17-10-2023,CAM6504,P1011,5188,254
E654P1012,CT654P1012,Blog,84,17-10-2023,CAM1168,P1012,7850,182
E654P1013,CT654P1013,Video,46,17-10-2023,CAM7208,P1013,3747,152
E654P1014,CT654P1014,Social Media,70,17-10-2023,CAM7623,P1014,6454,177
E654P1015,CT654P1015,Video,169,17-10-2023,CAM9537,P1015,8976,335
E654P1016,CT654P1016,Video,87,17-10-2023,CAM9784,P1016,4773,189
E654P1017,CT654P1017,Blog,129,17-10-2023,CAM9948,P1017,5405,256
E654P1018,CT654P1018,Social Media,70,17-10-2023,CAM3125,P1018,5775,231
E654P1019,CT654P1019,Social Media,54,17-10-2023,CAM3531,P1019,4120,122
E654P1020,CT654P1020,Video,42,17-10-2023,CAM2634,P1020,3276,118
E654P1021,CT654P1021,Video,100,17-10-2023,CAM5734,P1021,7178,294
E654P1022,CT654P1022,Blog,71,17-10-2023,CAM1254,P1022,8178,220
E654P1023,CT654P1023,Video,112,17-10-2023,CAM9530,P1023,9449,332
E654P1024,CT654P1024,Blog,44,17-10-2023,CAM8029,P1024,4384,141
E654P1025,CT654P1025,Social Media,93,17-10-2023,CAM7050,P1025,5024,184
E655P1001,CT655P1001,Video,114,18-10-2023,CAM9907,P1001,8234,358
E655P1002,CT655P1002,Blog,200,18-10-2023,CAM7810,P1002,9560,475
E655P1003,CT655P1003,Blog,73,18-10-2023,CAM1152,P1003,6866,170
E655P1004,CT655P1004,Video,83,18-10-2023,CAM9609,P1004,4946,198
E655P1005,CT655P1005,Social Media,54,18-10-2023,CAM8261,P1005,3693,161
E655P1006,CT655P1006,Social Media,103,18-10-2023,CAM7657,P1006,5404,199
E655P1007,CT655P1007,Social Media,115,18-10-2023,CAM2116,P1007,7772,245
E655P1008,CT655P1008,Blog,69,18-10-2023,CAM9931,P1008,5343,180
E655P1009,CT655P1009,Blog,129,18-10-2023,CAM8240,P1009,5402,224
E655P1010,CT655P1010,Blog,112,18-10-2023,CAM6552,P1010,6830,273
E655P1011,CT655P1011,Social Media,52,18-10-2023,CAM1162,P1011,3692,149
E655P1012,CT655P1012,Blog,106,18-10-2023,CAM1361,P1012,6088,211
E655P1013,CT655P1013,Social Media,59,18-10-2023,CAM1453,P1013,4205,158
E655P1014,CT655P1014,Social Media,101,18-10-2023,CAM3893,P1014,7897,224
E655P1015,CT655P1015,Blog,64,18-10-2023,CAM4545,P1015,6130,140
E655P1016,CT655P1016,Video,77,18-10-2023,CAM2033,P1016,6911,225
E655P1017,CT655P1017,Video,73,18-10-2023,CAM4657,P1017,9387,192
E655P1018,CT655P1018,Blog,88,18-10-2023,CAM3836,P1018,6113,258
E655P1019,CT655P1019,Social Media,71,18-10-2023,CAM1168,P1019,3728,132
E655P1020,CT655P1020,Blog,56,18-10-2023,CAM8598,P1020,3477,138
E655P1021,CT655P1021,Social Media,144,18-10-2023,CAM9267,P1021,6185,246
E655P1022,CT655P1022,Video,55,18-10-2023,CAM9788,P1022,7511,180
E655P1023,CT655P1023,Video,110,18-10-2023,CAM4910,P1023,7617,262
E655P1024,CT655P1024,Video,106,18-10-2023,CAM3674,P1024,8819,334
E655P1025,CT655P1025,Blog,81,18-10-2023,CAM2011,P1025,5821,178
E656P1001,CT656P1001,Blog,107,19-10-2023,CAM2148,P1001,4622,229
E656P1002,CT656P1002,Blog,127,19-10-2023,CAM6944,P1002,7341,304
E656P1003,CT656P1003,Blog,59,19-10-2023,CAM4978,P1003,3938,133
E656P1004,CT656P1004,Video,81,19-10-2023,CAM7859,P1004,6158,161
E656P1005,CT656P1005,Social Media,93,19-10-2023,CAM5768,P1005,6168,204
E656P1006,CT656P1006,Blog,196,19-10-2023,CAM4560,P1006,7731,365
E656P1007,CT656P1007,Social Media,66,19-10-2023,CAM1769,P1007,5726,176
E656P1008,CT656P1008,Video,42,19-10-2023,CAM6723,P1008,4277,126
E656P1009,CT656P1009,Blog,58,19-10-2023,CAM1605,P1009,3599,139
E656P1010,CT656P1010,Social Media,145,19-10-2023,CAM9210,P1010,7975,357
E656P1011,CT656P1011,Blog,109,19-10-2023,CAM7789,P1011,6805,219
E656P1012,CT656P1012,Blog,89,19-10-2023,CAM3011,P1012,5649,263
E656P1013,CT656P1013,Video,137,19-10-2023,CAM8946,P1013,9587,266
E656P1014,CT656P1014,Blog,113,19-10-2023,CAM5059,P1014,7157,193
E656P1015,CT656P1015,Blog,159,19-10-2023,CAM5009,P1015,9484,355
E656P1016,CT656P1016,Blog,62,19-10-2023,CAM4663,P1016,7549,200
E656P1017,CT656P1017,Video,163,19-10-2023,CAM2010,P1017,7874,326
E656P1018,CT656P1018,Video,78,19-10-2023,CAM9762,P1018,7365,173
E656P1019,CT656P1019,Social Media,87,19-10-2023,CAM8630,P1019,3703,178
E656P1020,CT656P1020,Social Media,52,19-10-2023,CAM4286,P1020,3897,126
E656P1021,CT656P1021,Video,74,19-10-2023,CAM7256,P1021,6006,237
E656P1022,CT656P1022,Blog,124,19-10-2023,CAM8380,P1022,8321,357
E656P1023,CT656P1023,Social Media,84,19-10-2023,CAM8255,P1023,6077,145
E656P1024,CT656P1024,Video,142,19-10-2023,CAM2941,P1024,8585,403
E656P1025,CT656P1025,Video,122,19-10-2023,CAM6616,P1025,8015,384
E657P1001,CT657P1001,Video,152,20-10-2023,CAM8230,P1001,7394,327
E657P1002,CT657P1002,Video,44,20-10-2023,CAM9721,P1002,4380,122
E657P1003,CT657P1003,Blog,237,20-10-2023,CAM8553,P1003,9225,430
E657P1004,CT657P1004,Blog,145,20-10-2023,CAM9200,P1004,6502,304
E657P1005,CT657P1005,Blog,147,20-10-2023,CAM1975,P1005,8581,333
E657P1006,CT657P1006,Social Media,86,20-10-2023,CAM3803,P1006,4832,150
E657P1007,CT657P1007,Blog,120,20-10-2023,CAM3739,P1007,9053,211
E657P1008,CT657P1008,Video,116,20-10-2023,CAM2131,P1008,6618,313
E657P1009,CT657P1009,Blog,75,20-10-2023,CAM2204,P1009,4401,214
E657P1010,CT657P1010,Blog,65,20-10-2023,CAM3287,P1010,5549,204
E657P1011,CT657P1011,Social Media,127,20-10-2023,CAM4096,P1011,4761,226
E657P1012,CT657P1012,Social Media,92,20-10-2023,CAM8978,P1012,8011,160
E657P1013,CT657P1013,Blog,89,20-10-2023,CAM4207,P1013,5027,240
E657P1014,CT657P1014,Blog,69,20-10-2023,CAM3504,P1014,5527,220
E657P1015,CT657P1015,Blog,68,20-10-2023,CAM2964,P1015,5338,134
E657P1016,CT657P1016,Blog,40,20-10-2023,CAM3137,P1016,4684,131
E657P1017,CT657P1017,Social Media,80,20-10-2023,CAM9650,P1017,6038,137
E657P1018,CT657P1018,Social Media,66,20-10-2023,CAM9389,P1018,7450,158
E657P1019,CT657P1019,Social Media,133,20-10-2023,CAM8116,P1019,8485,357
E657P1020,CT657P1020,Blog,111,20-10-2023,CAM1255,P1020,9590,199
E657P1021,CT657P1021,Social Media,80,20-10-2023,CAM1355,P1021,5035,170
E657P1022,CT657P1022,Social Media,88,20-10-2023,CAM4054,P1022,6015,282
E657P1023,CT657P1023,Video,87,20-10-2023,CAM3169,P1023,3372,152
E657P1024,CT657P1024,Social Media,159,20-10-2023,CAM9045,P1024,7996,292
E657P1025,CT657P1025,Blog,127,20-10-2023,CAM9615,P1025,4892,224
E658P1001,CT658P1001,Video,94,21-10-2023,CAM4697,P1001,5181,212
E658P1002,CT658P1002,Blog,70,21-10-2023,CAM7301,P1002,7850,219
E658P1003,CT658P1003,Social Media,120,21-10-2023,CAM6638,P1003,8883,248
E658P1004,CT658P1004,Blog,74,21-10-2023,CAM7739,P1004,7562,217
E658P1005,CT658P1005,Blog,191,21-10-2023,CAM2927,P1005,6675,325
E658P1006,CT658P1006,Social Media,106,21-10-2023,CAM3897,P1006,4725,234
E658P1007,CT658P1007,Video,125,21-10-2023,CAM5985,P1007,7906,302
E658P1008,CT658P1008,Social Media,85,21-10-2023,CAM6387,P1008,6731,225
E658P1009,CT658P1009,Blog,78,21-10-2023,CAM4822,P1009,6054,142
E658P1010,CT658P1010,Video,140,21-10-2023,CAM4003,P1010,7767,244
E658P1011,CT658P1011,Social Media,55,21-10-2023,CAM2107,P1011,7053,179
E658P1012,CT658P1012,Social Media,138,21-10-2023,CAM4151,P1012,9458,378
E658P1013,CT658P1013,Blog,91,21-10-2023,CAM5125,P1013,5942,228
E658P1014,CT658P1014,Social Media,115,21-10-2023,CAM1972,P1014,6925,300
E658P1015,CT658P1015,Blog,86,21-10-2023,CAM9492,P1015,6910,172
E658P1016,CT658P1016,Video,99,21-10-2023,CAM7203,P1016,8548,327
E658P1017,CT658P1017,Social Media,58,21-10-2023,CAM8787,P1017,4389,120
E658P1018,CT658P1018,Social Media,103,21-10-2023,CAM6541,P1018,7220,193
E658P1019,CT658P1019,Blog,79,21-10-2023,CAM3253,P1019,6241,259
E658P1020,CT658P1020,Video,76,21-10-2023,CAM8468,P1020,3289,135
E658P1021,CT658P1021,Social Media,241,21-10-2023,CAM6894,P1021,9057,449
E658P1022,CT658P1022,Blog,54,21-10-2023,CAM6142,P1022,4273,105
E658P1023,CT658P1023,Blog,60,21-10-2023,CAM1338,P1023,8323,173
E658P1024,CT658P1024,Blog,71,21-10-2023,CAM1889,P1024,5634,200
E658P1025,CT658P1025,Blog,47,21-10-2023,CAM2462,P1025,3286,131
E659P1001,CT659P1001,Social Media,29,22-10-2023,CAM3841,P1001,4341,94
E659P1002,CT659P1002,Blog,140,22-10-2023,CAM4232,P1002,9050,421
E659P1003,CT659P1003,Social Media,184,22-10-2023,CAM2721,P1003,8890,402
E659P1004,CT659P1004,Video,60,22-10-2023,CAM9253,P1004,6695,156
E659P1005,CT659P1005,Video,179,22-10-2023,CAM1904,P1005,9274,419
E659P1006,CT659P1006,Blog,105,22-10-2023,CAM5609,P1006,4017,185
E659P1007,CT659P1007,Video,101,22-10-2023,CAM7034,P1007,4656,176
E659P1008,CT659P1008,Video,61,22-10-2023,CAM2462,P1008,5520,194
E659P1009,CT659P1009,Blog,90,22-10-2023,CAM1840,P1009,6518,259
E659P1010,CT659P1010,Blog,91,22-10-2023,CAM9522,P1010,6960,253
E659P1011,CT659P1011,Social Media,96,22-10-2023,CAM8898,P1011,5570,189
E659P1012,CT659P1012,Video,104,22-10-2023,CAM4513,P1012,6644,195
E659P1013,CT659P1013,Video,49,22-10-2023,CAM7420,P1013,5096,142
E659P1014,CT659P1014,Social Media,71,22-10-2023,CAM5199,P1014,7436,161
E659P1015,CT659P1015,Blog,84,22-10-2023,CAM1376,P1015,8542,239
E659P1016,CT659P1016,Blog,29,22-10-2023,CAM1651,P1016,3347,77
E659P1017,CT659P1017,Video,40,22-10-2023,CAM1423,P1017,3903,128
E659P1018,CT659P1018,Social Media,81,22-10-2023,CAM5002,P1018,7706,260
E659P1019,CT659P1019,Social Media,27,22-10-2023,CAM4528,P1019,3310,82
E659P1020,CT659P1020,Blog,73,22-10-2023,CAM7078,P1020,6843,143
E659P1021,CT659P1021,Video,97,22-10-2023,CAM9189,P1021,5988,270
E659P1022,CT659P1022,Social Media,46,22-10-2023,CAM3015,P1022,6163,137
E659P1023,CT659P1023,Blog,102,22-10-2023,CAM9883,P1023,5654,272
E659P1024,CT659P1024,Video,65,22-10-2023,CAM8235,P1024,8578,200
E659P1025,CT659P1025,Blog,118,22-10-2023,CAM6338,P1025,5719,211
E660P1001,CT660P1001,Social Media,107,23-10-2023,CAM2731,P1001,5532,187
E660P1002,CT660P1002,Video,108,23-10-2023,CAM3449,P1002,6809,270
E660P1003,CT660P1003,Video,154,23-10-2023,CAM2629,P1003,8969,372
E660P1004,CT660P1004,Social Media,157,23-10-2023,CAM4066,P1004,8652,369
E660P1005,CT660P1005,Video,86,23-10-2023,CAM3335,P1005,7251,170
E660P1006,CT660P1006,Blog,61,23-10-2023,CAM2386,P1006,5917,159
E660P1007,CT660P1007,Blog,200,23-10-2023,CAM6236,P1007,8038,401
E660P1008,CT660P1008,Video,116,23-10-2023,CAM5363,P1008,9103,244
E660P1009,CT660P1009,Social Media,41,23-10-2023,CAM7321,P1009,3488,104
E660P1010,CT660P1010,Blog,74,23-10-2023,CAM8267,P1010,5665,229
E660P1011,CT660P1011,Video,36,23-10-2023,CAM3277,P1011,3409,69
E660P1012,CT660P1012,Blog,119,23-10-2023,CAM5903,P1012,7684,281
E660P1013,CT660P1013,Blog,123,23-10-2023,CAM9000,P1013,6301,289
E660P1014,CT660P1014,Social Media,174,23-10-2023,CAM7313,P1014,8349,317
E660P1015,CT660P1015,Video,77,23-10-2023,CAM4575,P1015,4838,172
E660P1016,CT660P1016,Social Media,74,23-10-2023,CAM9530,P1016,5615,145
E660P1017,CT660P1017,Video,160,23-10-2023,CAM9384,P1017,6780,302
E660P1018,CT660P1018,Social Media,55,23-10-2023,CAM3648,P1018,3804,111
E660P1019,CT660P1019,Video,103,23-10-2023,CAM1480,P1019,6919,172
E660P1020,CT660P1020,Blog,126,23-10-2023,CAM6490,P1020,5781,237
E660P1021,CT660P1021,Blog,61,23-10-2023,CAM4474,P1021,5445,119
E660P1022,CT660P1022,Social Media,100,23-10-2023,CAM9295,P1022,6917,314
E660P1023,CT660P1023,Blog,157,23-10-2023,CAM8373,P1023,6686,266
E660P1024,CT660P1024,Blog,87,23-10-2023,CAM4037,P1024,5991,162
E660P1025,CT660P1025,Video,101,23-10-2023,CAM5033,P1025,7488,178
E661P1001,CT661P1001,Video,53,24-10-2023,CAM7020,P1001,4282,123
E661P1002,CT661P1002,Social Media,93,24-10-2023,CAM7951,P1002,6342,162
E661P1003,CT661P1003,Social Media,48,24-10-2023,CAM5316,P1003,7295,146
E661P1004,CT661P1004,Video,114,24-10-2023,CAM1008,P1004,7382,346
E661P1005,CT661P1005,Video,62,24-10-2023,CAM6518,P1005,8818,206
E661P1006,CT661P1006,Social Media,72,24-10-2023,CAM7623,P1006,4858,148
E661P1007,CT661P1007,Social Media,95,24-10-2023,CAM6405,P1007,4420,173
E661P1008,CT661P1008,Blog,70,24-10-2023,CAM2513,P1008,3624,173
E661P1009,CT661P1009,Social Media,88,24-10-2023,CAM1291,P1009,3702,169
E661P1010,CT661P1010,Video,53,24-10-2023,CAM5842,P1010,5225,106
E661P1011,CT661P1011,Video,110,24-10-2023,CAM9801,P1011,8191,186
E661P1012,CT661P1012,Social Media,125,24-10-2023,CAM8562,P1012,8053,393
E661P1013,CT661P1013,Social Media,37,24-10-2023,CAM6061,P1013,4282,112
E661P1014,CT661P1014,Video,125,24-10-2023,CAM2262,P1014,4587,216
E661P1015,CT661P1015,Video,33,24-10-2023,CAM8062,P1015,3656,79
E661P1016,CT661P1016,Social Media,37,24-10-2023,CAM8737,P1016,3284,108
E661P1017,CT661P1017,Social Media,168,24-10-2023,CAM5471,P1017,8666,318
E661P1018,CT661P1018,Blog,129,24-10-2023,CAM7460,P1018,6709,220
E661P1019,CT661P1019,Video,143,24-10-2023,CAM2762,P1019,9170,358
E661P1020,CT661P1020,Blog,94,24-10-2023,CAM8766,P1020,6643,168
E661P1021,CT661P1021,Blog,124,24-10-2023,CAM7166,P1021,6468,258
E661P1022,CT661P1022,Social Media,72,24-10-2023,CAM7410,P1022,4279,128
E661P1023,CT661P1023,Blog,60,24-10-2023,CAM7246,P1023,5869,166
E661P1024,CT661P1024,Blog,77,24-10-2023,CAM1104,P1024,4906,130
E661P1025,CT661P1025,Social Media,41,24-10-2023,CAM3793,P1025,3499,102
E662P1001,CT662P1001,Video,45,25-10-2023,CAM1054,P1001,3638,130
E662P1002,CT662P1002,Social Media,147,25-10-2023,CAM9977,P1002,7143,252
E662P1003,CT662P1003,Video,47,25-10-2023,CAM4244,P1003,5592,123
E662P1004,CT662P1004,Video,116,25-10-2023,CAM5346,P1004,8501,275
E662P1005,CT662P1005,Blog,70,25-10-2023,CAM2840,P1005,6052,133
E662P1006,CT662P1006,Blog,182,25-10-2023,CAM7260,P1006,9405,411
E662P1007,CT662P1007,Video,106,25-10-2023,CAM9889,P1007,4730,218
E662P1008,CT662P1008,Video,154,25-10-2023,CAM1062,P1008,9288,271
E662P1009,CT662P1009,Social Media,38,25-10-2023,CAM4468,P1009,5240,128
E662P1010,CT662P1010,Blog,91,25-10-2023,CAM6479,P1010,9147,188
E662P1011,CT662P1011,Social Media,74,25-10-2023,CAM3497,P1011,6419,154
E662P1012,CT662P1012,Social Media,110,25-10-2023,CAM2665,P1012,8481,232
E662P1013,CT662P1013,Social Media,32,25-10-2023,CAM9074,P1013,4338,105
E662P1014,CT662P1014,Social Media,50,25-10-2023,CAM5276,P1014,3325,156
E662P1015,CT662P1015,Blog,146,25-10-2023,CAM7498,P1015,6118,286
E662P1016,CT662P1016,Video,52,25-10-2023,CAM4854,P1016,3262,133
E662P1017,CT662P1017,Video,99,25-10-2023,CAM2694,P1017,5059,207
E662P1018,CT662P1018,Social Media,47,25-10-2023,CAM6296,P1018,4901,134
E662P1019,CT662P1019,Blog,92,25-10-2023,CAM5581,P1019,6637,308
E662P1020,CT662P1020,Social Media,134,25-10-2023,CAM9850,P1020,5582,262
E662P1021,CT662P1021,Blog,107,25-10-2023,CAM4521,P1021,7541,280
E662P1022,CT662P1022,Video,46,25-10-2023,CAM4260,P1022,3476,110
E662P1023,CT662P1023,Social Media,72,25-10-2023,CAM1632,P1023,3393,141
E662P1024,CT662P1024,Social Media,90,25-10-2023,CAM6428,P1024,5773,203
E662P1025,CT662P1025,Video,198,25-10-2023,CAM2315,P1025,7523,332
E663P1001,CT663P1001,Blog,73,26-10-2023,CAM4162,P1001,5629,157
E663P1002,CT663P1002,Blog,104,26-10-2023,CAM5114,P1002,6039,273
E663P1003,CT663P1003,Blog,64,26-10-2023,CAM1187,P1003,8138,184
E663P1004,CT663P1004,Social Media,82,26-10-2023,CAM6841,P1004,6804,152
E663P1005,CT663P1005,Blog,104,26-10-2023,CAM7967,P1005,6160,270
E663P1006,CT663P1006,Blog,56,26-10-2023,CAM9651,P1006,4409,173
E663P1007,CT663P1007,Video,81,26-10-2023,CAM2473,P1007,5849,142
E663P1008,CT663P1008,Blog,105,26-10-2023,CAM3204,P1008,9418,299
E663P1009,CT663P1009,Video,132,26-10-2023,CAM2465,P1009,7386,312
E663P1010,CT663P1010,Video,60,26-10-2023,CAM1071,P1010,5195,176
E663P1011,CT663P1011,Social Media,101,26-10-2023,CAM5617,P1011,6891,212
E663P1012,CT663P1012,Video,68,26-10-2023,CAM6075,P1012,8584,224
E663P1013,CT663P1013,Video,102,26-10-2023,CAM5622,P1013,7461,282
E663P1014,CT663P1014,Social Media,203,26-10-2023,CAM3851,P1014,9391,452
E663P1015,CT663P1015,Social Media,81,26-10-2023,CAM7644,P1015,3677,140
E663P1016,CT663P1016,Social Media,64,26-10-2023,CAM9210,P1016,8426,187
E663P1017,CT663P1017,Blog,194,26-10-2023,CAM2110,P1017,8572,354
E663P1018,CT663P1018,Social Media,69,26-10-2023,CAM6786,P1018,5057,123
E663P1019,CT663P1019,Video,95,26-10-2023,CAM3783,P1019,4106,198
E663P1020,CT663P1020,Blog,158,26-10-2023,CAM7066,P1020,9512,406
E663P1021,CT663P1021,Blog,127,26-10-2023,CAM7913,P1021,4993,234
E663P1022,CT663P1022,Blog,176,26-10-2023,CAM3375,P1022,6704,311
E663P1023,CT663P1023,Blog,162,26-10-2023,CAM5728,P1023,9027,315
E663P1024,CT663P1024,Social Media,100,26-10-2023,CAM1315,P1024,8464,174
E663P1025,CT663P1025,Blog,43,26-10-2023,CAM6054,P1025,3958,102
E664P1001,CT664P1001,Blog,98,27-10-2023,CAM2967,P1001,9055,261
E664P1002,CT664P1002,Social Media,57,27-10-2023,CAM9784,P1002,6064,153
E664P1003,CT664P1003,Social Media,79,27-10-2023,CAM1498,P1003,5074,170
E664P1004,CT664P1004,Social Media,98,27-10-2023,CAM3935,P1004,6250,184
E664P1005,CT664P1005,Social Media,63,27-10-2023,CAM5867,P1005,4949,182
E664P1006,CT664P1006,Video,231,27-10-2023,CAM3557,P1006,8135,390
E664P1007,CT664P1007,Social Media,63,27-10-2023,CAM6957,P1007,4388,149
E664P1008,CT664P1008,Video,36,27-10-2023,CAM4641,P1008,3769,115
E664P1009,CT664P1009,Video,77,27-10-2023,CAM1921,P1009,4083,160
E664P1010,CT664P1010,Social Media,111,27-10-2023,CAM6905,P1010,7280,199
E664P1011,CT664P1011,Blog,38,27-10-2023,CAM8281,P1011,3705,127
E664P1012,CT664P1012,Blog,75,27-10-2023,CAM8988,P1012,6175,134
E664P1013,CT664P1013,Blog,54,27-10-2023,CAM1119,P1013,5448,162
E664P1014,CT664P1014,Blog,87,27-10-2023,CAM9532,P1014,9234,240
E664P1015,CT664P1015,Social Media,169,27-10-2023,CAM9578,P1015,7533,307
E664P1016,CT664P1016,Social Media,136,27-10-2023,CAM7284,P1016,6548,243
E664P1017,CT664P1017,Social Media,108,27-10-2023,CAM7375,P1017,5720,262
E664P1018,CT664P1018,Social Media,105,27-10-2023,CAM1818,P1018,5594,209
E664P1019,CT664P1019,Blog,60,27-10-2023,CAM8813,P1019,3621,135
E664P1020,CT664P1020,Social Media,115,27-10-2023,CAM6818,P1020,5624,218
E664P1021,CT664P1021,Social Media,71,27-10-2023,CAM9020,P1021,4474,125
E664P1022,CT664P1022,Video,82,27-10-2023,CAM1526,P1022,5317,150
E664P1023,CT664P1023,Social Media,104,27-10-2023,CAM8975,P1023,7893,319
E664P1024,CT664P1024,Blog,97,27-10-2023,CAM8938,P1024,6443,184
E664P1025,CT664P1025,Social Media,139,27-10-2023,CAM7999,P1025,6968,334
E665P1001,CT665P1001,Video,98,28-10-2023,CAM1873,P1001,8894,184
E665P1002,CT665P1002,Blog,50,28-10-2023,CAM9734,P1002,3779,85
E665P1003,CT665P1003,Video,129,28-10-2023,CAM2172,P1003,6959,259
E665P1004,CT665P1004,Blog,243,28-10-2023,CAM4067,P1004,9206,428
E665P1005,CT665P1005,Social Media,40,28-10-2023,CAM6331,P1005,3848,90
E665P1006,CT665P1006,Social Media,174,28-10-2023,CAM7388,P1006,9230,418
E665P1007,CT665P1007,Social Media,79,28-10-2023,CAM8768,P1007,4289,211
E665P1008,CT665P1008,Blog,205,28-10-2023,CAM9354,P1008,9211,411
E665P1009,CT665P1009,Social Media,106,28-10-2023,CAM2513,P1009,9230,222
E665P1010,CT665P1010,Blog,114,28-10-2023,CAM6819,P1010,5533,221
E665P1011,CT665P1011,Blog,115,28-10-2023,CAM6727,P1011,6082,236
E665P1012,CT665P1012,Blog,57,28-10-2023,CAM2783,P1012,6204,185
E665P1013,CT665P1013,Blog,131,28-10-2023,CAM7856,P1013,6150,255
